article_id,article_text,source
1,"Revature is the fastest growing employer of emerging technology talent in the US and we are currently looking to hire over 100 new Software Engineers. Our Software Engineers design, analyze and build next-gen software systems, including business applications, games, computer applications, middleware, and network control systems across a variety of industries, including finance, insurance, retail, healthcare and government. Revature has been featured in the Wall Street Journal, Money, Time, on MSN, and was recently named as one of the 8 Cool Companies to Apply to With Awesome Benefits by Glassdoor. Join us and be part of the next generation of Software Engineers. Interviews are starting now! What We Are Looking For: 0-3 years experience Solid foundational knowledge of SQL A natural problem solver Strong communication and interpersonal skills Ability to relocate Eligible to work in the US Revature is not currently sponsoring work visas or transfers at this time. What We Offer: Competitive Salary Relocation Assistance Corporate Housing Health, Vision and Dental Insurance Paid Time Off Enterprise level development training Life Insurance 401K Mentoring and on-going support throughout your entire Revature career Experience with one of the world's largest and most reputable companies in the US Suitable candidates are encouraged to apply immediately Not Mentioned","https://www.glassdoor.com/job-listing/software-engineer-no-prior-coding-experience-required-revature-JV_IC1146927_KO0,53_KE54,62.htm?jl=3375800965&ctt=1582607836248%27"
